    Transaction Date   Post Date                    Description            Category        Type   Amount  Memo              Category_LLM                                                                                                      LLM Answer
155       11/24/2023  11/24/2023       Payment Thank You-Mobile                 NaN     Payment  4000.00   NaN                 NO_ANSWER                                      BILL PAY. THE DESCRIPTION "PAYMENT THANK YOU-MOBILE" SUGGESTS THAT THIS IS
156       11/24/2023  11/24/2023         AMZN Mktp US*SI8GH1J23            Shopping        Sale   -61.06   NaN           ONLINE_PURCHASE                                                THIS TRANSACTION IS LIKELY AN ONLINE_PURCHASE AS IT CONTAINS THE
157       11/22/2023  11/23/2023   SPEEDWAY 01224 2423 LOVELAND                 Gas        Sale    -1.39   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
158       11/22/2023  11/23/2023                 APPLE.COM/BILL            Shopping        Sale    -6.39   NaN                  BILL_PAY                                            BASED ON THE DESCRIPTION, THIS TRANSACTION FALLS UNDER THE "BILL_PAY
159       11/22/2023  11/23/2023         AMZN Mktp US*JB0IF5M53            Shopping        Sale   -28.04   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
160       11/22/2023  11/23/2023        2 PUTT TAVERN AND GRILL        Food & Drink        Sale   -61.17   NaN                RESTAURANT                                                                                                      RESTAURANT
161       11/22/2023  11/23/2023          BP#9561101CAPL KY0001                 Gas        Sale   -44.84   NaN                 NO_ANSWER               THIS TRANSACTION DESCRIPTION SEEMS TO INDICATE A GAS STATION OR CONVENIENCE STORE PURCHASE, AS IT
162       11/22/2023  11/23/2023          DD DOORDASH CATCH-A-F        Food & Drink        Sale   -41.92   NaN                RESTAURANT                                                                                                      RESTAURANT
163       11/22/2023  11/23/2023          BP#9561101CAPL KY0001                 Gas        Sale    -4.64   NaN                 NO_ANSWER               THIS TRANSACTION DESCRIPTION SEEMS TO INDICATE A GAS STATION OR CONVENIENCE STORE PURCHASE, AS IT
164       11/22/2023  11/23/2023        LOVELAND KIDS CHILDCARE            Personal        Sale  -305.00   NaN                   MEDICAL                                                          MEDICAL OR RECREATION, DEPENDING ON WHETHER IT'S A DAY
165       11/21/2023  11/23/2023                 SKYLINE LANDEN        Food & Drink        Sale    -8.84   NaN                RESTAURANT                                                       RESTAURANT (THIS IS A COMMON NAME FOR A RESTAURANT CHAIN)
166       11/22/2023  11/23/2023           Amazon.com*LG2W71X63            Shopping        Sale   -32.01   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
167       11/20/2023  11/22/2023            DISNEY RESORTS-WDTC              Travel        Sale  -300.00   NaN                    TRAVEL                                           TRAVEL (THIS TRANSACTION IS LIKELY TO BE RELATED TO TRAVEL, AS DISNEY
168       11/21/2023  11/22/2023               MCDONALD'S F7033        Food & Drink        Sale    -4.79   NaN                RESTAURANT                                                                                                      RESTAURANT
169       11/21/2023  11/22/2023         AMZN Mktp US*QO8C51MH3            Shopping        Sale   -26.69   NaN           ONLINE_PURCHASE                                          ONLINE_PURCHASE. THE DESCRIPTION DOES NOT PROVIDE ANY INFORMATION THAT
170       11/21/2023  11/21/2023     Offer:Kroger (Gas&amp;Conv  Fees & Adjustments  Adjustment     2.45   NaN                 NO_ANSWER                                                                                                                
171       11/21/2023  11/21/2023          DD DOORDASH PANDAEXPR        Food & Drink        Sale   -18.99   NaN                RESTAURANT                               RESTAURANT. THIS TRANSACTION DESCRIPTION SUGGESTS A FOOD DELIVERY SERVICE, MAKING
172       11/20/2023  11/21/2023           Amazon.com*QG62H2BN3            Shopping        Sale   -25.61   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
173       11/20/2023  11/21/2023         SKYLINE CHILI - TYLERS        Food & Drink        Sale   -34.48   NaN                RESTAURANT                                                                                                      RESTAURANT
174       11/20/2023  11/21/2023                     KROGER 408           Groceries        Sale   -16.33   NaN                   GROCERY                                                                                                         GROCERY
175       11/20/2023  11/21/2023           Amazon.com*EG3XF1EA3            Shopping        Sale    -8.87   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
176       11/19/2023  11/21/2023              MEIJER STORE #150           Groceries        Sale  -100.78   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
177       11/21/2023  11/21/2023         PANERA BREAD #204922 O        Food & Drink        Sale   -16.70   NaN                RESTAURANT                                                                                                      RESTAURANT
178       11/19/2023  11/21/2023         PANERA BREAD #204922 K        Food & Drink        Sale   -28.62   NaN                RESTAURANT                                                                                                      RESTAURANT
179       11/18/2023  11/20/2023                         KROGER           Groceries      Return     1.25   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
180       11/19/2023  11/20/2023                     KROGER 408           Groceries        Sale   -21.59   NaN                   GROCERY                                                                                                         GROCERY
181       11/19/2023  11/20/2023                         KROGER           Groceries        Sale   -34.45   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
182       11/19/2023  11/20/2023           SONIC DRIVE IN #2572        Food & Drink        Sale    -9.08   NaN                RESTAURANT                                                                                                      RESTAURANT
183       11/18/2023  11/19/2023           Amazon.com*FF3B72GT3            Shopping        Sale   -12.27   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
184       11/17/2023  11/19/2023           Amazon.com*3K11J5ZR3            Shopping        Sale   -42.64   NaN                 NO_ANSWER       THE TRANSACTION DESCRIPTION DOES NOT PROVIDE ENOUGH INFORMATION TO DETERMINE THE CATEGORY WITH CERTAINTY,
185       11/18/2023  11/19/2023                 APPLE.COM/BILL            Shopping        Sale    -1.06   NaN                  BILL_PAY                                            BASED ON THE DESCRIPTION, THIS TRANSACTION FALLS UNDER THE "BILL_PAY
186       11/19/2023  11/19/2023         AMZN Mktp US*A44N41PP3            Shopping        Sale    -6.39   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
187       11/17/2023  11/19/2023               SKYLINE CHILI 15        Food & Drink        Sale   -29.36   NaN                RESTAURANT                                                                                                      RESTAURANT
188       11/18/2023  11/19/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
189       11/17/2023  11/19/2023      SPEEDWAY 01829 705 CORWIN                 Gas        Sale    -4.38   NaN                 NO_ANSWER                                                                                                                
190       11/18/2023  11/19/2023          LGC*DOORDASH GIFTCARD            Shopping        Sale   -50.00   NaN                RECREATION                                                  RECREATION (ASSUMING LGC STANDS FOR A RECREATIONAL FACILITY OR
191       11/18/2023  11/19/2023         TARGET        00024869            Shopping      Return     7.04   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
192       11/19/2023  11/19/2023           Amazon.com*JM2D96893            Shopping        Sale  -106.74   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
193       11/17/2023  11/19/2023                         KROGER           Groceries        Sale  -151.74   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
194       11/19/2023  11/19/2023                CHIPOTLE ONLINE        Food & Drink        Sale   -58.52   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
195       11/17/2023  11/19/2023        Payment Thank You - Web                 NaN     Payment   300.00   NaN                 NO_ANSWER                                         BILL PAY. BASED ON THE GIVEN DESCRIPTION, IT SEEMS TO BE A STATEMENT OR
196       11/17/2023  11/17/2023                 APPLE.COM/BILL            Shopping        Sale    -5.33   NaN                  BILL_PAY                                            BASED ON THE DESCRIPTION, THIS TRANSACTION FALLS UNDER THE "BILL_PAY
197       11/17/2023  11/17/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
198       11/16/2023  11/17/2023            CVS/PHARMACY #02964   Health & Wellness        Sale    -3.09   NaN                   GROCERY                                                           GROCERY OR PHARMACEY? BASED ON THE GIVEN INFORMATION,
199       11/17/2023  11/17/2023          DD DOORDASH THEHI-MAR        Food & Drink        Sale   -20.75   NaN                RESTAURANT                                                        RESTAURANT. SINCE THE DESCRIPTION CONTAINS "DD DOORDASH"
200       11/16/2023  11/17/2023         AMZN Mktp US*2820T0043            Shopping        Sale   -22.67   NaN                 NO_ANSWER                                    THIS IS AN ONLINE PURCHASE FROM AMAZON, SO THE BEST CATEGORY WOULD BE ONLINE
201       11/16/2023  11/17/2023            CVS/PHARMACY #02964   Health & Wellness        Sale   -18.32   NaN                   GROCERY                                                           GROCERY OR PHARMACEY? BASED ON THE GIVEN INFORMATION,
202       11/16/2023  11/17/2023                  CHIPOTLE 1667        Food & Drink        Sale   -15.00   NaN                RESTAURANT                                                                                                      RESTAURANT
203       11/16/2023  11/17/2023               KROGER FUEL 4426                 Gas        Sale   -48.94   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
204       11/15/2023  11/16/2023         AMZN Mktp US*QP6QE5ZN3            Shopping        Sale   -68.30   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
205       11/15/2023  11/16/2023      SPEEDWAY 01829 705 CORWIN                 Gas        Sale    -1.19   NaN                 NO_ANSWER                                                                                                                
206       11/15/2023  11/15/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
207       11/14/2023  11/15/2023          DD DOORDASH FRISCHSBI        Food & Drink        Sale   -22.16   NaN                RESTAURANT                                                                                                      RESTAURANT
208       11/14/2023  11/15/2023         PANERA BREAD #204922 K        Food & Drink        Sale   -15.03   NaN                RESTAURANT                                                                                                      RESTAURANT
209       11/14/2023  11/15/2023         TARGET        00024869            Shopping      Return    11.15   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
210       11/14/2023  11/15/2023         AMZN Mktp US*GC8DW4ZC3            Shopping        Sale   -15.99   NaN                 NO_ANSWER                                                          BASED ON THE TRANSACTION DESCRIPTION "AMZN MKTP US*GC8
211       11/14/2023  11/15/2023              PAPA JOHN'S #3181        Food & Drink        Sale   -31.99   NaN                RESTAURANT                                                                                                      RESTAURANT
212       11/14/2023  11/15/2023         AMZN Mktp US*0D9AR4GH3            Shopping        Sale   -29.88   NaN           ONLINE_PURCHASE                                                      ONLINE_PURCHASE. BASED ON THE TRANSACTION DESCRIPTION "AMZ
213       11/14/2023  11/15/2023           Amazon.com*AU49M19B3            Shopping        Sale   -11.73   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
214       11/14/2023  11/14/2023                      Offer:CVS  Fees & Adjustments  Adjustment     3.10   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
215       11/13/2023  11/14/2023        LOVELAND KIDS CHILDCARE            Personal        Sale  -305.00   NaN                   MEDICAL                                                          MEDICAL OR RECREATION, DEPENDING ON WHETHER IT'S A DAY
216       11/13/2023  11/14/2023           Amazon.com*JZ24W9QG3            Shopping        Sale  -215.64   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
217       11/13/2023  11/14/2023                  TARGET.COM  *            Shopping        Sale    -3.51   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
218       11/13/2023  11/14/2023                         KROGER           Groceries        Sale   -35.31   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
219       11/13/2023  11/14/2023                     DisneyPLUS   Bills & Utilities        Sale   -26.68   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
220       11/12/2023  11/13/2023                  TARGET.COM  *            Shopping        Sale  -116.70   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
221       11/12/2023  11/13/2023           SONIC DRIVE IN #2572        Food & Drink        Sale    -5.79   NaN                RESTAURANT                                                                                                      RESTAURANT
222       11/12/2023  11/13/2023                  TARGET.COM  *            Shopping        Sale    -7.45   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
223       11/12/2023  11/13/2023                  TARGET.COM  *            Shopping        Sale   -14.75   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
224       11/11/2023  11/12/2023                   AMZ*Woot LLC            Shopping        Sale    -5.33   NaN                 NO_ANSWER                                                                RETRAIL_STORE (SINCE WOOT IS AN ONLINE RETAILER)
225       11/11/2023  11/12/2023           Amazon.com*ZS59K2NO3            Shopping        Sale    -4.26   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
226       11/11/2023  11/12/2023                   AMZN Mktp US            Shopping      Return    13.17   NaN                 NO_ANSWER                                                  BASED ON THE GIVEN TRANSACTION DESCRIPTION "AMZN MKTP US", THE
227       11/12/2023  11/12/2023                CHIPOTLE ONLINE        Food & Drink        Sale   -40.06   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
228       11/11/2023  11/12/2023                     KROGER 408           Groceries        Sale   -12.40   NaN                   GROCERY                                                                                                         GROCERY
229       11/11/2023  11/12/2023                  TARGET.COM  *            Shopping        Sale    -5.28   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
230       11/10/2023  11/12/2023               MCDONALD'S F7033        Food & Drink        Sale    -6.18   NaN                RESTAURANT                                                                                                      RESTAURANT
231       11/11/2023  11/12/2023                  TARGET.COM  *            Shopping        Sale   -37.01   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
232       11/11/2023  11/12/2023           Amazon.com*QG65A82J3            Shopping        Sale   -17.07   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
233        11/9/2023  11/12/2023                         KROGER           Groceries        Sale  -169.15   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
234       11/11/2023  11/12/2023                    TST* Scoopz        Food & Drink        Sale   -15.50   NaN                RESTAURANT                                                                                   RESTAURANT OR ONLINE_PURCHASE
235       11/11/2023  11/12/2023                     Amazon.com            Shopping      Return     8.19   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
236       11/11/2023  11/12/2023         AMZN Mktp US*V31IR19W3            Shopping        Sale   -19.20   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
237       11/11/2023  11/12/2023                    KROGER #448           Groceries        Sale    -4.45   NaN                   GROCERY                                                                                                         GROCERY
238       11/10/2023  11/12/2023          UDON THAI &amp; SUSHI        Food & Drink        Sale   -31.96   NaN                RESTAURANT                                                                                                      RESTAURANT
239       11/10/2023  11/12/2023              MCDONALD'S F39386        Food & Drink        Sale   -10.17   NaN                RESTAURANT                                                                                                      RESTAURANT
240       11/11/2023  11/12/2023         AMZN Mktp US*9Y0CG1Z63            Shopping        Sale   -32.54   NaN                 NO_ANSWER   THIS TRANSACTION DESCRIPTION IS NOT CLEAR ENOUGH TO DETERMINE A SPECIFIC CATEGORY WITHOUT ADDITIONAL CONTEXT,
241       11/10/2023  11/12/2023         TARGET        00024869            Shopping        Sale   -39.76   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
242       11/10/2023  11/12/2023         TARGET        00024869            Shopping      Return    29.67   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
243       11/10/2023  11/12/2023           Amazon.com*I93HB1303            Shopping        Sale   -51.58   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
244       11/11/2023  11/12/2023      8854 Great Clips at River            Personal        Sale   -25.00   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
245       11/10/2023  11/10/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -7.85   NaN                RESTAURANT                                                                                                      RESTAURANT
246        11/9/2023  11/10/2023        LOVELAND KIDS CHILDCARE            Personal        Sale  -305.00   NaN                   MEDICAL                                                          MEDICAL OR RECREATION, DEPENDING ON WHETHER IT'S A DAY
247        11/9/2023  11/10/2023         SQ *HEATHER ROGERS LLC            Personal        Sale  -179.22   NaN                 NO_ANSWER                                                                 RETRAIL_STORE (ASSUMING SQ STANDS FOR SQUARE, A
248        11/9/2023  11/10/2023            CVS/PHARMACY #02964   Health & Wellness        Sale    -3.62   NaN                   GROCERY                                                           GROCERY OR PHARMACEY? BASED ON THE GIVEN INFORMATION,
249        11/9/2023  11/10/2023            CVS/PHARMACY #02964   Health & Wellness        Sale   -30.97   NaN                   GROCERY                                                           GROCERY OR PHARMACEY? BASED ON THE GIVEN INFORMATION,
250        11/9/2023  11/10/2023              DD DOORDASH CHUYS        Food & Drink        Sale   -35.76   NaN                RESTAURANT                                                                                                      RESTAURANT
251       11/10/2023  11/10/2023       THE DISNEY BUNDLE CREDIT  Fees & Adjustments  Adjustment    14.99   NaN           ONLINE_PURCHASE                           ONLINE_PURCHASE. THIS TRANSACTION IS LIKELY FOR A SUBSCRIPTION OR ONGOING SERVICE AND
252        11/9/2023   11/9/2023                Offer:McDonalds  Fees & Adjustments  Adjustment     1.73   NaN                RESTAURANT                                                                                                      RESTAURANT
253        11/8/2023   11/9/2023          DD DOORDASH CATCH-A-F        Food & Drink        Sale   -33.45   NaN                RESTAURANT                                                                                                      RESTAURANT
254        11/9/2023   11/9/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
255        11/6/2023   11/8/2023                      NEW CHINA        Food & Drink        Sale   -32.45   NaN                RESTAURANT                                                   RESTAURANT OR POSSIBLY RETAIL_STORE DEPENDING ON THE SPECIFIC
256        11/7/2023   11/8/2023           UNITED DAIRY FARMERS                 Gas        Sale    -4.19   NaN                 NO_ANSWER                               THE BEST CATEGORY FOR A CREDIT CARD TRANSACTION WITH THE DESCRIPTION "UNITED DAIR
257        11/6/2023   11/7/2023         Amazon Digit*DQ4L83EL3            Shopping        Sale    -3.19   NaN           ONLINE_PURCHASE                                ONLINE_PURCHASE. THIS TRANSACTION IS LIKELY TO BE AN ONLINE PURCHASE FROM AMAZON
258        11/6/2023   11/7/2023                     KROGER 408           Groceries        Sale   -20.72   NaN                   GROCERY                                                                                                         GROCERY
259        11/7/2023   11/7/2023         AMZN Mktp US*HY3T129O3            Shopping        Sale   -26.34   NaN                 NO_ANSWER                                                          BASED ON THE TRANSACTION DESCRIPTION "AMZN MKTP US*HY3
260        11/7/2023   11/7/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
261        11/5/2023   11/7/2023                         KROGER           Groceries        Sale  -165.50   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
262        11/6/2023   11/6/2023         Offer:Panera Bread (in  Fees & Adjustments  Adjustment     1.00   NaN              RETAIL_STORE                                                                                                   RETAIL_STORE)
263        11/6/2023   11/6/2023         AMZN Mktp US*KU96U4YD3            Shopping        Sale   -10.66   NaN                 NO_ANSWER                                                           BASED ON THE TRANSACTION DESCRIPTION "AMZN MKTP US*KU
264        11/5/2023   11/6/2023        CHEESECAKE LIBERTY CNTR        Food & Drink        Sale   -53.99   NaN                RESTAURANT                                                                 RESTAURANT (ASSUMING "LIBERTY CENTER" REFERS TO
265        11/5/2023   11/6/2023         STARBUCKS 800-782-7282        Food & Drink        Sale   -10.00   NaN                RESTAURANT                                         RESTAURANT. THIS TRANSACTION DESCRIPTION SUGGESTS A PHONE CALL TO STARB
266        11/5/2023   11/6/2023                   AMZN Mktp US            Shopping      Return    17.28   NaN                 NO_ANSWER                                                  BASED ON THE GIVEN TRANSACTION DESCRIPTION "AMZN MKTP US", THE
267        11/5/2023   11/6/2023              COSTCO WHSE #1632           Groceries        Sale  -202.67   NaN                 NO_ANSWER                                                                 WAREHOUSE CLUBS OR WHOLESALE STORES (RETAIL_STO
268        11/5/2023   11/6/2023                   KOHL'S #1145            Shopping        Sale   -25.85   NaN              RETAIL_STORE                                                                                                    RETAIL_STORE
269        11/5/2023   11/6/2023                   AMZN Mktp US            Shopping      Return    16.00   NaN                 NO_ANSWER                                                  BASED ON THE GIVEN TRANSACTION DESCRIPTION "AMZN MKTP US", THE
270        11/5/2023   11/5/2023       Payment Thank You-Mobile                 NaN     Payment   250.00   NaN                 NO_ANSWER                                      BILL PAY. THE DESCRIPTION "PAYMENT THANK YOU-MOBILE" SUGGESTS THAT THIS IS
271        11/4/2023   11/5/2023      SPEEDWAY 01829 705 CORWIN                 Gas        Sale    -1.39   NaN                 NO_ANSWER                                                                                                                
272        11/3/2023   11/5/2023               MCDONALD'S F7033        Food & Drink        Sale   -17.26   NaN                RESTAURANT                                                                                                      RESTAURANT
273        11/3/2023   11/5/2023         AMZN Mktp US*0O1VO85Z3            Shopping        Sale   -17.28   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
274        11/4/2023   11/5/2023          TEXAS ROADHOUSE #2805        Food & Drink        Sale   -96.98   NaN                RESTAURANT                                                                                                      RESTAURANT
275        11/4/2023   11/5/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.34   NaN                RESTAURANT                                                                                                      RESTAURANT
276        11/3/2023   11/5/2023          DD DOORDASH DELHIPALA        Food & Drink        Sale   -25.51   NaN                RESTAURANT                               RESTAURANT. THIS TRANSACTION DESCRIPTION SUGGESTS A FOOD DELIVERY SERVICE, MAKING
277        11/1/2023   11/3/2023          SHELL OIL 57445097702                 Gas        Sale   -10.94   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
278        11/2/2023   11/3/2023               KROGER FUEL 4426                 Gas        Sale   -46.11   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
279        11/2/2023   11/3/2023           Amazon.com*NA98W4V93            Shopping        Sale   -19.32   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
280        11/2/2023   11/3/2023         AMZN Mktp US*KD7WJ1UG3            Shopping        Sale   -20.17   NaN                 NO_ANSWER                                                           BASED ON THE TRANSACTION DESCRIPTION "AMZN MKTP US*KD
281        11/1/2023   11/3/2023              JERSEY MIKES 2066        Food & Drink        Sale   -17.62   NaN                RESTAURANT                                                                                                      RESTAURANT
282        11/3/2023   11/3/2023         PANERA BREAD #204922 O        Food & Drink        Sale   -10.41   NaN                RESTAURANT                                                                                                      RESTAURANT
283        11/2/2023   11/2/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
284        11/1/2023   11/2/2023        LOVELAND KIDS CHILDCARE            Personal        Sale  -305.00   NaN                   MEDICAL                                                          MEDICAL OR RECREATION, DEPENDING ON WHETHER IT'S A DAY
285        11/1/2023   11/2/2023      SPEEDWAY 01829 705 CORWIN                 Gas        Sale   -17.05   NaN                 NO_ANSWER                                                                                                                
286        11/2/2023   11/2/2023                CHIPOTLE ONLINE        Food & Drink        Sale   -33.25   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
287       10/30/2023   11/1/2023                         KROGER           Groceries        Sale  -156.09   NaN                 NO_ANSWER         THE DESCRIPTION PROVIDED DOES NOT CONTAIN ENOUGH INFORMATION TO DETERMINE THE EXACT CATEGORY, BUT GIVEN
288       10/31/2023   11/1/2023         AMZN Mktp US*YP9BM8VZ3            Shopping        Sale  -110.18   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
289       10/31/2023  10/31/2023         PANERA BREAD #204922 O        Food & Drink        Sale    -9.98   NaN                RESTAURANT                                                                                                      RESTAURANT
290       10/30/2023  10/31/2023                SPI*DUKE-ENERGY   Bills & Utilities        Sale  -186.65   NaN                 NO_ANSWER                                        UTILITY - THIS TRANSACTION IS LIKELY TO BE A UTILITY BILL PAYMENT AS THE
291       10/29/2023  10/31/2023              BURGER KING #7194        Food & Drink        Sale   -25.27   NaN                RESTAURANT                                                                                                      RESTAURANT
292       10/29/2023  10/31/2023                   BUC-EE'S #57                 Gas        Sale   -52.27   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
293       10/29/2023  10/31/2023           SHELL OIL12874333011                 Gas        Sale    -4.75   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
294       10/29/2023  10/31/2023           SHELL OIL12874333011                 Gas        Sale    -2.69   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
295       10/29/2023  10/31/2023      COUNTRY INN AND SUITES MA              Travel        Sale  -167.60   NaN                    TRAVEL                                                                                        HOTEL - TRAVEL CATEGORY.
296       10/30/2023  10/30/2023           Amazon.com*PB3V65LV3            Shopping        Sale   -22.02   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
297       10/29/2023  10/30/2023          DD DOORDASH SONICDRIV        Food & Drink        Sale   -27.82   NaN                RESTAURANT                                                    RESTAURANT. THE GIVEN TRANSACTION DESCRIPTION "DD DOORDASH S
298       10/29/2023  10/30/2023          DD DOORDASH PAPAJOHNS        Food & Drink        Sale   -18.92   NaN                RESTAURANT                         RESTAURANT. THIS TRANSACTION DESCRIPTION SUGGESTS A FOOD DELIVERY SERVICE, SPECIFICALLY
299       10/29/2023  10/30/2023                  TARGET.COM  *            Shopping        Sale   -11.71   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
300       10/29/2023  10/29/2023       Payment Thank You-Mobile                 NaN     Payment  2906.63   NaN                 NO_ANSWER                                      BILL PAY. THE DESCRIPTION "PAYMENT THANK YOU-MOBILE" SUGGESTS THAT THIS IS
301       10/28/2023  10/29/2023      EXXON GXM# 719 - PINEAPPL                 Gas        Sale    -4.71   NaN                 NO_ANSWER                                     BASED ON THE GIVEN INFORMATION, THIS TRANSACTION CAN BE CATEGORIZED AS "GAS
302       10/28/2023  10/29/2023               CIRCLE K # 04893                 Gas        Sale    -0.76   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
303       10/27/2023  10/29/2023                  TARGET.COM  *            Shopping        Sale   -29.67   NaN           ONLINE_PURCHASE                                                                                                 ONLINE_PURCHASE
304       10/26/2023  10/29/2023       TACKY JACKS ORANGE BEACH        Food & Drink        Sale   -50.80   NaN                RECREATION                                                                                                      RECREATION
305       10/28/2023  10/29/2023         CUMBERLAND FARMS #0161                 Gas        Sale   -55.26   NaN  GAS_OR_CONVENIENCE_STORE                                                                                GAS_OR_CONVENIENCE_STORE. CUMBER
306       10/28/2023  10/29/2023      EXXON GXM# 719 - PINEAPPL                 Gas        Sale    -6.79   NaN                 NO_ANSWER                                     BASED ON THE GIVEN INFORMATION, THIS TRANSACTION CAN BE CATEGORIZED AS "GAS
307       10/28/2023  10/29/2023               CIRCLE K # 04893                 Gas        Sale    -7.62   NaN  GAS_OR_CONVENIENCE_STORE                                                                                        GAS_OR_CONVENIENCE_STORE
308       10/28/2023  10/29/2023          DD DOORDASH RUBYSLIPP        Food & Drink        Sale   -37.04   NaN                RESTAURANT                                                                                                      RESTAURANT
309       10/27/2023  10/29/2023                 FIVE STAR FOOD        Food & Drink        Sale    -3.65   NaN                RESTAURANT                                        RESTAURANT. THIS TRANSACTION DESCRIPTION SUGGESTS A RESTAURANT PURCHASE.
310       10/28/2023  10/29/2023          DD DOORDASH THEWACKED        Food & Drink        Sale   -34.84   NaN                RESTAURANT                                RESTAURANT. THIS TRANSACTION DESCRIPTION SUGGESTS A FOOD DELIVERY SERVICE, WHICH
